,screen_name,full_text,userLocation,Lvalue,Lpredict_nb,Lpredict_svm,Lpredict_lr,Lpredict_BERT
39,ldiisumbar,publikasi rapimnas ldi sulsel kunjung tribun timur makasar,sumatera,8,7,7,7,7
40,ldiisumbar,rapimnas ldi resmi buka menag,sumatera,8,8,8,8,7
41,ldiisumbar,asalamualaikum wr wb dpw ldi prov sumatera barat dirgahayu republik ayo bangkit agustus agustus ldi ldinews ldiuntukbangsa ldisumbar dirgahayuindonesia hutri,sumatera,8,8,8,8,8
42,ldiisumbar,ldi kota padang webinar pra nikah pg kota padang diselangarakan daring online via zom gratis agustus am daring via zom kontak person umi salamah nb mudimudi usia,sumatera,8,8,8,8,8
43,ldiisumbar,inalilahi wa inailaihi rojiun meningal dunia ir h prasetyo sunaryo mt jumat juli wib usia moga almarhum husnul khotimah amin dpw ldi sumatera barat,sumatera,8,3,2,8,8
44,ldiisumbar,dpw ldi provinsi sumatera barat selamat raya idul adha h taqobalalohu mina mohon maf lahir batin ldisumbar iduladha iduladhah,sumatera,8,8,8,8,8
45,ldiisumbar,i just saw masker ldi padang salur ratus paket sembako warga dampak covid click also,sumatera,8,4,8,8,8
46,ldiisumbar,inalilahi wa inailaihi rojiun meningal dunia prof dr ir kh syam msc ketua dp ldi angota dewan timbang majelis ulama pusat moga almarhum husnul khotimah amin dpw ldi sumatera barat,sumatera,8,3,3,8,8
47,ldiisumbar,selamat bhayangkara juli juli kamtibmas kondusif masyarakat produktif moga profesional layan tega hukum ayom lindung masyarakat ldi ldisumbar ldiuntukbangsa hutbhayangkara,sumatera,8,3,3,3,8
48,ldiisumbar,masyarakat sadar anak muda generasi bangsa jalan hidup hidup persen sadar sehat produktif bahagia narkoba ldinews ldi ldiuntukbangsa lembagadakwahislamindonesia ldisumbar hani,sumatera,8,3,3,3,8
49,ldiisumbar,segenap keluarga ldi sumbar duka cita wafat hj syamsinar ibunda cinta bpk wagub h nasrul abit dt malintang panai moga keluarga ditingalkan tabah dlm terima coban,sumatera,8,8,8,8,8
50,ldiisumbar,sikap gotong royong kekeluargan adil pd setia kawan amp kerja keras rupa implementasi kandung pancasila pancasila pedoman bangsa negara bangsa dihiduphidupkan ldi ldisumbar harilahirpancasila,sumatera,8,3,0,0,8
51,ldiisumbar,asalamualaikum wr wb dpw ldi provinsi sumatera barat selamat raya idul fitri h ldi ldinews lembagadakwahislamindonesia ldiuntukbangsa ldisumbar idulfitri h,sumatera,8,8,8,8,8
52,ldiisumbar,oase ramadhan amal andal ust m ari sh mh nabi sabda amal ringan kerja berat timbang mizan yuk lengkap kunjung oficial youtube chanel ldi sumatera barat,sumatera,8,8,8,8,8
53,ldiisumbar,urus dpd ldi bukitingi bantu beras dapur galang kodim polres bukitingi lapang kantin kodim bantu terima langsung kapolres akbp iman santoso dandim letkol inf victor ldi ldisumbar,sumatera,8,8,8,8,8
54,ldiisumbar,dpw ldi sumatera barat selamat jalan ibadah puasa ramadhan h m mari sukses sukses ramadhan sukses puasa sukses sholat tarawih sukses tadarus alquran sukses lailatul sukses zakat fitrah,sumatera,8,8,8,8,8
55,ldiisumbar,ldi kota padang paket sembako masyarakat dampak covid laku bentuk peduli ldi hadap masyarakat utama rangka jalan ibadah puasa ramadhan ldi ldinews ldisumbar,sumatera,8,8,8,8,8
56,ldiisumbar,dpd lembaga dakwah islam ldi kota padang masker cumacuma masyarakat lengkap ldi ldikotapadang ldisumbar ldinews ldinews,sumatera,8,8,8,8,8
57,ldiisumbar,jadwal imsakiyah h moga ramadhan penuh berkah sematamata tingkat amal ibadah alah swt ldi ldinews ldisumbar ramadhan hijriyah ldinews linesindonesia,sumatera,8,3,3,3,8
58,ldiisumbar,marhaban ramadhan wabah covid halang alah swt mari tingkat amal ibadah hamba taqwa maha kuasa kunjung ldi ldinews ldisumbar ramadhan,sumatera,8,2,2,2,8
59,ldiisumbar,pondok pesantren wali barokah laksana aji alquran online website nya alah swt limpah rahmat karunia alam amin ldi ldisumbar ldinews,sumatera,8,3,8,8,8
60,ldiisumbar,upaya cegah virus covid mingu dpd ldi kota solok laku semprot disinfektan hadap rumahrumah warga tanah garam lubuk sikarah kota solok ldinews ldi ldisumbar,sumatera,8,8,8,8,8
61,ldiisumbar,selamat nelayan nasional nelayan nasional mari bersamasama apresiasi jasa nelayan upaya penuh butuh protein gizi lapis masyarakat ldi ldinews ldisumbar linesindonesia nelayan,sumatera,8,3,8,8,8
62,ldiisumbar,orang tua anak pondok khawatir pondok sedia fasilitas cegah corona virus adik pondok semangat moga lindung alah swt amin ldi ldisumbar,sumatera,8,3,3,2,8
63,ldiisumbar,antisipasi sebar virus covid dpd lembaga dakwah islam ldi kota padang semprot cair disinfektan lokasi masjid lengkap ldisumbar ldi ldinews covid disinfektan viruscorona,sumatera,8,3,3,8,8
64,ldiisumbar,harap corona viruscovid hilang harap sehinga rutinitas laksana aman lancar barokah moga lindung alah swt amin ldi ldinews ldisumbar coronaupdate,sumatera,8,4,4,4,8
65,ldiisumbar,rangkai giat laksana bersih masjid ulung karpet masjid simpan karpet masjid semprot cair masjid rumah warga ldi ldinews ldisumbar coronaupdate,sumatera,8,3,8,8,8
66,ldiisumbar,rencana giat antisipatif laksana jumat pagi semingu hinga sebar wabah corona viruscovid hilang moga sehat hindar corona virus amin ldi ldinews ldisumbar coronaupdate,sumatera,8,3,3,3,8
67,ldiisumbar,lubuk basung kab agam dewan pimpin daerah ldi kabupaten agam kerja warga ldi laksana giat antisipatif sebar corona viruscovid masjid ldi rumahrumah warga ldi ldinews ldisumbar coronaupdate,sumatera,8,8,8,8,8
68,ldiisumbar,inalilahi wa ina ilaihi rojiun dpw ldi sumatera barat duka cita pulang ibunda presiden republik ir h joko widodo sudjiatmi notomihardjo ldi ldisumbar lembagadakwahislamindonesia,sumatera,8,2,2,2,8
69,ldiisumbar,himbauan ketua dpw ldi prov sumbar sikap pandemi covid ldi ldinews ldisumbar,sumatera,8,8,8,8,8
70,ldiisumbar,langkah antisipatif ibadah nyaman jaga masjidmushala siaga ldi ldinews ldisumbar,sumatera,8,3,3,3,8
71,ldiisumbar,masjid siaga jaga bersih masjid covid ldi ldinews ldisumbar,sumatera,8,3,3,3,8
72,ldiisumbar,cek berita ldi sumbar coronavirus,sumatera,8,8,8,8,8
73,ldiisumbar,ldi sumbar click also coronavirus covid,sumatera,8,8,8,8,8
74,ldiisumbar,perintah provinsi sumatra barat sumbar luncur website khusus pantau sebar virus corona covid nama sumbar corona website coronavirus,sumatera,8,8,8,8,8
75,ldiisumbar,post baru tweps,sumatera,8,1,1,1,7
76,akhdaafif,serial latar buah ruang tontonanya tarik tonton imajinasi narasi mai tonton netflixid,jawa tengah dan yogyakarta,3,4,1,0,1
77,akhdaafif,film nusa mantab ide cerita karakter animasi plot bagus terima kasih tim visinemaid mas angasasongko mas adriandhy tim libat keluarga nikmat film dos,jawa tengah dan yogyakarta,3,3,3,3,0
78,akhdaafif,lincah transformasi anugerahasn thefutureleader kempanrb kemkominfo,jawa tengah dan yogyakarta,3,3,3,3,1
79,akhdaafif,pawn film korea emosional cerita orang anak jamin bayar pinjam tonton viuid vidio skor,jawa tengah dan yogyakarta,3,1,2,1,1
80,akhdaafif,film india cerita main piano buta jebak saksi bunuh film genre thriler tonton netflixid skor,jawa tengah dan yogyakarta,3,1,1,0,2
81,akhdaafif,defense rapat placing akurat strategi what match what result what gold greyspoli,jawa tengah dan yogyakarta,3,1,3,3,0
82,akhdaafif,nderek belasungkawa mas alahumaghfirlahu warhamhu wafihi,jawa tengah dan yogyakarta,3,3,3,3,4
83,akhdaafif,film kolosal perang laut korea cerita seti kesunguhan prajurit bagus saksi film akses netflixid,jawa tengah dan yogyakarta,3,0,0,0,2
84,akhdaafif,on eternal patrol ndan eko,jawa tengah dan yogyakarta,3,0,0,0,3
85,akhdaafif,film lambat cerita kejut hinga cerita betulbetul garap detail perhati salah rating film tonton amazon prime,jawa tengah dan yogyakarta,3,3,3,3,1
86,akhdaafif,nderek belasungkawa priegs salah contoh tulis gaya penulisanya rujuk diksi tulis matur nuwun priegs sugeng tindak,jawa tengah dan yogyakarta,3,3,3,3,3
87,akhdaafif,buku proyek karang tarik baca konte kritis berani kritik kuasa masyarakat kemunculanya sat orde kuasa relevan baca sat siswa mahasiswa,jawa tengah dan yogyakarta,3,2,3,2,2
88,akhdaafif,disneyplusid rekomendasi film sosial tema rupa parasitemovie perspektif ayah anak ting india film saksi netflixid,jawa tengah dan yogyakarta,3,1,3,3,1
89,akhdaafif,rekomendasi film kulit hitam nasa an pesan cerita juang saman laku kulit hitam putih langsung sat film tonton disneyplusid,jawa tengah dan yogyakarta,3,3,0,0,1
90,akhdaafif,rekomendasi film korea jalan uang buah tas cerita sisi hidup manusia khusus serakah level sejajar parasitemovie,jawa tengah dan yogyakarta,3,2,2,0,2
91,akhdaafif,rekomendasi serial tarik netflix catur perempuan episode latar an cerita anak jenius titi karir dunia,jawa tengah dan yogyakarta,3,1,1,1,1
92,akhdaafif,rekomendasi film spanyol bunuh alibi susun rapi plot twist duga film tonton netflix,jawa tengah dan yogyakarta,3,1,0,0,1
93,akhdaafif,film thriler kriminal india plot istimewa laku bunuh susun alibi detail film tonton netflix,jawa tengah dan yogyakarta,3,8,0,0,2
94,akhdaafif,film bahasa tegal dikutkan oscar tema sederhana bahasa lugas obat kangen dengar orang obrol bahasa film tonton,jawa tengah dan yogyakarta,3,3,3,3,3
95,akhdaafif,film sutradara amir khan cerita sentuh film tonton netflix,jawa tengah dan yogyakarta,3,1,1,0,1
96,akhdaafif,goglecloudid saksi bareng fadilicious alam moga kolaborasi,jawa tengah dan yogyakarta,3,3,1,1,2
97,akhdaafif,kai kirim dm tiket bayar tiket mohon direspon,jawa tengah dan yogyakarta,3,4,4,4,4
98,akhdaafif,matur nuwun caknundotcom podcastnya,jawa tengah dan yogyakarta,3,3,3,3,3
99,akhdaafif,pesan haedarns ketua muhamadiyah,jawa tengah dan yogyakarta,3,3,3,3,2
100,akhdaafif,alangkah sayang produksi anak pelihara ayam ras pilih kurung lindung hadap dunia nyata cak nun,jawa tengah dan yogyakarta,3,3,3,3,4
101,akhdaafif,gojekindonesia min kirim dm mohon cek terima kasih,jawa tengah dan yogyakarta,3,1,4,1,1
102,akhdaafif,listrik produk pltu cerpenya ahmad tohari judul rumah terang kumpul cerpen senyum,jawa tengah dan yogyakarta,3,1,0,0,2
103,akhdaafif,nonton sexy kilers nya tim watchdocid mas dandhylaksono nya film jago nimbrung batubara sampe meningal terima kasih nambah ilmu,jawa tengah dan yogyakarta,3,1,8,8,1
104,akhdaafif,orang fokus lalai berkah,jawa tengah dan yogyakarta,3,4,4,4,3
105,akhdaafif,kartu debit gpn susah,jawa tengah dan yogyakarta,3,4,3,4,1
106,akhdaafif,akeh syukur maring gusti alah alhamdulilah esih paring nikmat ramadhan kiye,jawa tengah dan yogyakarta,3,3,3,3,2
107,akhdaafif,gojekindonesia ngak kirim dm,jawa tengah dan yogyakarta,3,3,1,1,1
108,akhdaafif,gojekindonesia solusi terima kasih bantuanya,jawa tengah dan yogyakarta,3,3,4,1,1
109,akhdaafif,gojekindonesia komplain transaksi goride transaksi rb rb rb rb rb,jawa tengah dan yogyakarta,3,4,0,0,1
110,akhdaafif,kai kereta argo sindoro rencana berangkat jam pagi tegal sesuai jadwal mohon info terima kasih,jawa tengah dan yogyakarta,3,3,3,3,3
111,akhdaafif,kai berangkat customer ngantri puluh ngak nanya,jawa tengah dan yogyakarta,3,3,3,3,1
112,akhdaafif,kai kereta tegal bahari berangkat batal berangkat tegal berangkat brebes jam kejar stasiun brebes mohon info terima kasih,jawa tengah dan yogyakarta,3,3,3,3,3
113,akhdaafif,sakit bapak,jawa tengah dan yogyakarta,3,3,4,6,4
114,akhdaafif,suwun infone jon sing then there were none wis maca beres eh saiki ng endi,jawa tengah dan yogyakarta,3,3,3,4,4
115,akhdaafif,lembaga negara perintah ekstra berhatihati kasih pernyatan sip,jawa tengah dan yogyakarta,3,3,3,6,2
116,akhdaafif,nonton film murder on expres semangat pasu bukubuku agatha christie daftar baca,jawa tengah dan yogyakarta,3,3,3,3,2
117,akhdaafif,jatah rezeki,jawa tengah dan yogyakarta,3,3,8,8,2
118,akhdaafif,sertifikasi skni,jawa tengah dan yogyakarta,3,4,1,4,1
119,akhdaafif,ke sekolah,jawa tengah dan yogyakarta,3,3,1,2,1
120,akhdaafif,waspada ransomware,jawa tengah dan yogyakarta,3,3,3,4,7
121,akhdaafif,lama indonesia,jawa tengah dan yogyakarta,3,2,2,2,1
122,akhdaafif,sempurna seluruh,jawa tengah dan yogyakarta,3,4,4,4,3
123,akhdaafif,siap pulang,jawa tengah dan yogyakarta,3,3,3,5,2
124,akhdaafif,ndengerin sekolah sadar ilmu muga istiqomah ndengerin video,jawa tengah dan yogyakarta,3,3,3,3,3
125,akhdaafif,ayiepsetiawan wis ora um bar kawin ktp pindah dki jakarta kabare ng endi saiki,jawa tengah dan yogyakarta,3,3,3,3,4
126,akhdaafif,berktp dki debat cagub dki malam minimal mantau twiter d,jawa tengah dan yogyakarta,3,1,1,1,1
127,akhdaafif,fahrur matur nuwun mas fahrur esih iki cak,jawa tengah dan yogyakarta,3,3,4,4,4
128,akhdaafif,halo sua d,jawa tengah dan yogyakarta,3,4,8,8,6
129,akhdaafif,jakarta unfair,jawa tengah dan yogyakarta,3,1,1,1,1
130,akhdaafif,teguk air,jawa tengah dan yogyakarta,3,1,3,4,2
131,akhdaafif,ngak ngrecokin,jawa tengah dan yogyakarta,3,1,3,1,3
132,akhdaafif,simpati saya,jawa tengah dan yogyakarta,3,1,1,1,1
133,akhdaafif,sampai jadi debu,jawa tengah dan yogyakarta,3,3,8,8,3
134,akhdaafif,berqurban ala mas kamil,jawa tengah dan yogyakarta,3,1,3,1,2
135,akhdaafif,baik dari,jawa tengah dan yogyakarta,3,2,2,2,1
136,akhdaafif,kecewa,jawa tengah dan yogyakarta,3,2,2,2,6
137,akhdaafif,ngikutin rasul,jawa tengah dan yogyakarta,3,3,3,3,2
138,akhdaafif,alam buruk rs hermina serpong,jawa tengah dan yogyakarta,3,1,1,1,1
139,akhdaafif,infaq masjid,jawa tengah dan yogyakarta,3,8,8,8,7
140,akhdaafif,belum tentu,jawa tengah dan yogyakarta,3,1,1,1,7
141,akhdaafif,tulis lagi,jawa tengah dan yogyakarta,3,1,1,1,2
142,akhdaafif,dangdut oke nih asik hujan malam mingu gtgt,jawa tengah dan yogyakarta,3,3,3,5,2
143,akhdaafif,catat,jawa tengah dan yogyakarta,3,3,3,3,1
144,akhdaafif,moga bermanfat ngaji sore khusus walahu alam,jawa tengah dan yogyakarta,3,3,3,3,3
145,akhdaafif,salah ciri muslim kutip ayat totalitas laksana atur alah kecuali,jawa tengah dan yogyakarta,3,3,7,7,7
146,akhdaafif,atur sulit hidup sulit promosi kantor atur abai,jawa tengah dan yogyakarta,3,3,4,6,1
147,akhdaafif,heran muslim atur islam laksana ngaji,jawa tengah dan yogyakarta,3,3,3,3,3
148,akhdaafif,sat perang punislam mengaturnyadilarang patah pohon mengangu jalandilarang bunuh anakanakorang tuadan wanita,jawa tengah dan yogyakarta,3,3,0,0,2
149,akhdaafif,tipu masuk timbang ngaji,jawa tengah dan yogyakarta,3,3,3,3,3
150,akhdaafif,sat dagang atur islam atur riba laku saksi catat,jawa tengah dan yogyakarta,3,4,4,4,2
151,akhdaafif,batas aktivitas ritual landas atur agama ngaji,jawa tengah dan yogyakarta,3,3,4,4,7
152,akhdaafif,nyata muslimaka aktivitas hidup bingkai batasbatas islam,jawa tengah dan yogyakarta,3,8,3,8,7
153,akhdaafif,konsep islam beda agama totalitas ngaji,jawa tengah dan yogyakarta,3,3,3,3,3
154,akhdaafif,sesunguhnya syaitan musuh nyata al baqarah ngaji,jawa tengah dan yogyakarta,3,3,3,3,3
155,akhdaafif,hai iman masuk islam langkahlangkah syaitan,jawa tengah dan yogyakarta,3,3,1,1,2
156,akhdaafif,mongoh buka al quranya surat al baqarah ayat ngaji,jawa tengah dan yogyakarta,3,8,8,8,7
157,akhdaafif,bismilah ngetwit ngaji sore mohon maf mengangu sila unfolow blok kenan,jawa tengah dan yogyakarta,3,3,3,3,1
158,akhdaafif,haha iya wis verified ka acounte kalem d,jawa tengah dan yogyakarta,3,3,3,3,2
159,akhdaafif,what raly what what match awesome gtgt,jawa tengah dan yogyakarta,3,0,3,3,1
160,akhdaafif,hehe kaidah fiqih kang omong mung kiye,jawa tengah dan yogyakarta,3,3,2,2,2
161,akhdaafif,samasama lagu oke tenan,jawa tengah dan yogyakarta,3,3,3,3,3
162,akhdaafif,jogja gtgt,jawa tengah dan yogyakarta,3,3,3,3,3
163,akhdaafif,kumels ngih insya alah mbak mugamuga ngaji istiqomah praktek rumah sakit,jawa tengah dan yogyakarta,3,3,3,3,3
164,akhdaafif,moga bermanfat ngaji sore pareng,jawa tengah dan yogyakarta,3,3,3,3,0
165,akhdaafif,alah satusatunya tunduk patuh harta benda bang duduk ngaji,jawa tengah dan yogyakarta,3,3,3,3,2
166,akhdaafif,kutip ayat esensi waris hadap generasi tauhid ngaji,jawa tengah dan yogyakarta,3,3,3,3,3
167,akhdaafif,sadar sadar laku paham ngaji,jawa tengah dan yogyakarta,3,3,3,3,2
168,SMPN2CRB,people folowed me automaticaly checked by,jawa barat dan banten,2,4,6,6,4
169,SMPN2CRB,one person folowed me one person unfolowed me automaticaly checked by,jawa barat dan banten,2,4,4,4,7
170,SMPN2CRB,one person folowed me automaticaly checked by,jawa barat dan banten,2,4,4,5,4
171,SMPN2CRB,one person folowed me automaticaly checked by,jawa barat dan banten,2,4,4,5,4
172,SMPN2CRB,one person folowed me people unfolowed me automaticaly checked by,jawa barat dan banten,2,4,4,4,4
173,SMPN2CRB,people folowed me automaticaly checked by,jawa barat dan banten,2,4,6,6,4
174,SMPN2CRB,one person folowed me automaticaly checked by,jawa barat dan banten,2,4,4,5,4
175,SMPN2CRB,one person unfolowed me automaticaly checked by,jawa barat dan banten,2,4,4,4,4
176,SMPN2CRB,one person folowed me one person unfolowed me automaticaly checked by,jawa barat dan banten,2,4,4,4,7
177,SMPN2CRB,people unfolowed me automaticaly checked by,jawa barat dan banten,2,4,4,4,4
178,SMPN2CRB,people folowed me automaticaly checked by,jawa barat dan banten,2,4,6,6,4
179,SMPN2CRB,one person folowed me automaticaly checked by,jawa barat dan banten,2,4,4,5,4
180,SMPN2CRB,one person unfolowed me automaticaly checked by,jawa barat dan banten,2,4,4,4,4
181,SMPN2CRB,one person unfolowed me automaticaly checked by,jawa barat dan banten,2,4,4,4,4
182,SMPN2CRB,people folowed me one person unfolowed me automaticaly checked by,jawa barat dan banten,2,4,4,4,4
183,SMPN2CRB,one person unfolowed me automaticaly checked by,jawa barat dan banten,2,4,4,4,4
184,SMPN2CRB,one person folowed me people unfolowed me automaticaly checked by,jawa barat dan banten,2,4,4,4,4
185,SMPN2CRB,one person unfolowed me automaticaly checked by,jawa barat dan banten,2,4,4,4,4
186,SMPN2CRB,one person folowed me automaticaly checked by,jawa barat dan banten,2,4,4,5,4
187,SMPN2CRB,one person unfolowed me automaticaly checked by,jawa barat dan banten,2,4,4,4,4
188,SMPN2CRB,one person folowed me one person unfolowed me automaticaly checked by,jawa barat dan banten,2,4,4,4,7
189,SMPN2CRB,people folowed me automaticaly checked by,jawa barat dan banten,2,4,6,6,4
190,SMPN2CRB,one person unfolowed me automaticaly checked by,jawa barat dan banten,2,4,4,4,4
191,SMPN2CRB,one person folowed me automaticaly checked by,jawa barat dan banten,2,4,4,5,4
192,SMPN2CRB,one person unfolowed me automaticaly checked by,jawa barat dan banten,2,4,4,4,4
193,SMPN2CRB,one person folowed me one person unfolowed me automaticaly checked by,jawa barat dan banten,2,4,4,4,7
194,SMPN2CRB,people unfolowed me automaticaly checked by,jawa barat dan banten,2,4,4,4,4
195,SMPN2CRB,people folowed me one person unfolowed me automaticaly checked by,jawa barat dan banten,2,4,4,4,4
196,SMPN2CRB,one person unfolowed me automaticaly checked by,jawa barat dan banten,2,4,4,4,4
197,SMPN2CRB,one person folowed me automaticaly checked by,jawa barat dan banten,2,4,4,5,4
198,SMPN2CRB,one person folowed me one person unfolowed me automaticaly checked by,jawa barat dan banten,2,4,4,4,7
199,SMPN2CRB,one person folowed me one person unfolowed me automaticaly checked by,jawa barat dan banten,2,4,4,4,7
200,SMPN2CRB,one person folowed me automaticaly checked by,jawa barat dan banten,2,4,4,5,4
201,SMPN2CRB,people unfolowed me automaticaly checked by,jawa barat dan banten,2,4,4,4,4
202,SMPN2CRB,one person folowed me automaticaly checked by,jawa barat dan banten,2,4,4,5,4
203,SMPN2CRB,one person folowed me automaticaly checked by,jawa barat dan banten,2,4,4,5,4
204,SMPN2CRB,one person folowed me automaticaly checked by,jawa barat dan banten,2,4,4,5,4
205,SMPN2CRB,one person folowed me automaticaly checked by,jawa barat dan banten,2,4,4,5,4
206,SMPN2CRB,one person folowed me automaticaly checked by,jawa barat dan banten,2,4,4,5,4
207,SMPN2CRB,one person unfolowed me automaticaly checked by,jawa barat dan banten,2,4,4,4,4
208,SMPN2CRB,people folowed me one person unfolowed me automaticaly checked by,jawa barat dan banten,2,4,4,4,4
209,SMPN2CRB,people folowed me automaticaly checked by,jawa barat dan banten,2,4,6,6,4
210,SMPN2CRB,one person folowed me automaticaly checked by,jawa barat dan banten,2,4,4,5,4
211,SMPN2CRB,one person folowed me automaticaly checked by,jawa barat dan banten,2,4,4,5,4
212,SMPN2CRB,one person folowed me automaticaly checked by,jawa barat dan banten,2,4,4,5,4
213,SMPN2CRB,one person unfolowed me automaticaly checked by,jawa barat dan banten,2,4,4,4,4
214,SMPN2CRB,people folowed me automaticaly checked by,jawa barat dan banten,2,4,6,6,4
215,SMPN2CRB,one person unfolowed me automaticaly checked by,jawa barat dan banten,2,4,4,4,4
216,SMPN2CRB,one person folowed me one person unfolowed me automaticaly checked by,jawa barat dan banten,2,4,4,4,7
217,SMPN2CRB,people folowed me automaticaly checked by,jawa barat dan banten,2,4,6,6,4
218,SMPN2CRB,one person folowed me automaticaly checked by,jawa barat dan banten,2,4,4,5,4
219,SMPN2CRB,one person folowed me one person unfolowed me automaticaly checked by,jawa barat dan banten,2,4,4,4,7
220,SMPN2CRB,people folowed me automaticaly checked by,jawa barat dan banten,2,4,6,6,4
221,SMPN2CRB,people folowed me automaticaly checked by,jawa barat dan banten,2,4,6,6,4
222,SMPN2CRB,one person folowed me people unfolowed me automaticaly checked by,jawa barat dan banten,2,4,4,4,4
223,SMPN2CRB,one person folowed me automaticaly checked by,jawa barat dan banten,2,4,4,5,4
224,SMPN2CRB,one person unfolowed me automaticaly checked by,jawa barat dan banten,2,4,4,4,4
225,SMPN2CRB,one person folowed me automaticaly checked by,jawa barat dan banten,2,4,4,5,4
226,SMPN2CRB,people folowed me one person unfolowed me automaticaly checked by,jawa barat dan banten,2,4,4,4,4
227,SMPN2CRB,one person unfolowed me automaticaly checked by,jawa barat dan banten,2,4,4,4,4
228,SMPN2CRB,one person folowed me automaticaly checked by,jawa barat dan banten,2,4,4,5,4
229,SMPN2CRB,one person folowed me automaticaly checked by,jawa barat dan banten,2,4,4,5,4
230,SMPN2CRB,one person folowed me automaticaly checked by,jawa barat dan banten,2,4,4,5,4
231,SMPN2CRB,people folowed me people unfolowed me automaticaly checked by,jawa barat dan banten,2,4,6,6,4
232,SMPN2CRB,one person unfolowed me automaticaly checked by,jawa barat dan banten,2,4,4,4,4
233,SMPN2CRB,one person folowed me one person unfolowed me automaticaly checked by,jawa barat dan banten,2,4,4,4,7
234,SMPN2CRB,people unfolowed me automaticaly checked by,jawa barat dan banten,2,4,4,4,4
235,SMPN2CRB,one person unfolowed me automaticaly checked by,jawa barat dan banten,2,4,4,4,4
236,SMPN2CRB,people unfolowed me automaticaly checked by,jawa barat dan banten,2,4,4,4,4
237,SMPN2CRB,one person folowed me one person unfolowed me automaticaly checked by,jawa barat dan banten,2,4,4,4,7
238,SMPN2CRB,people folowed me automaticaly checked by,jawa barat dan banten,2,4,6,6,4
239,SMPN2CRB,people folowed me automaticaly checked by,jawa barat dan banten,2,4,6,6,4
240,SMPN2CRB,one person folowed me automaticaly checked by,jawa barat dan banten,2,4,4,5,4
241,SMPN2CRB,one person folowed me one person unfolowed me automaticaly checked by,jawa barat dan banten,2,4,4,4,7
