,0
813,0
814,3
815,3
816,3
817,1
818,1
819,3
820,8
821,1
822,2
823,1
824,2
825,1
826,2
827,1
828,0
829,2
830,1
831,1
832,4
833,3
834,3
835,1
836,1
837,8
838,2
839,2
840,2
841,4
842,1
843,2
844,1
845,3
846,8
847,8
848,1
849,1
850,1
851,8
852,1
853,1
854,2
855,2
856,3
857,1
858,1
859,4
860,8
861,2
862,3
863,4
864,2
865,2
866,2
867,1
868,0
869,2
870,2
871,2
872,2
873,1
874,2
875,2
876,2
877,1
878,1
879,4
880,1
881,2
882,2
883,0
884,1
885,2
886,1
887,1
888,2
889,1
890,1
891,1
892,2
893,2
894,1
895,1
896,1
897,1
898,1
899,1
900,1
901,1
902,1
903,1
904,1
905,1
906,2
907,1
908,1
909,1
910,1
911,1
912,1
913,1
914,1
915,1
916,1
917,1
918,1
919,2
920,2
921,1
922,1
923,1
924,1
925,1
926,1
927,2
928,1
929,1
930,1
931,1
932,1
933,1
934,1
935,1
936,1
937,1
938,1
939,1
940,1
941,1
942,1
943,8
944,1
945,1
946,1
947,1
948,1
949,1
950,1
951,1
952,1
953,1
954,1
955,1
956,1
957,1
958,2
959,2
960,2
961,1
962,2
963,1
964,2
965,8
966,1
967,2
968,2
969,8
970,2
971,1
972,8
973,2
974,2
975,1
976,2
977,8
978,8
979,8
980,8
981,8
982,5
983,8
984,5
985,5
986,8
987,5
988,5
989,7
990,7
991,7
992,7
993,7
994,7
995,5
996,0
997,7
998,7
999,7
1000,8
1001,8
1002,1
1003,7
1004,7
1005,3
1006,7
1007,7
1008,7
1009,8
1010,5
1011,7
1012,8
1013,7
1014,7
1015,7
1016,7
1017,7
1018,0
1019,7
1020,7
1021,7
1022,8
1023,7
1024,7
1025,5
1026,7
1027,7
1028,7
1029,7
1030,2
1031,7
1032,7
1033,7
1034,7
1035,7
1036,7
1037,7
1038,7
1039,7
1040,7
1041,7
1042,0
1043,7
1044,7
1045,7
1046,7
1047,7
1048,8
1049,8
1050,8
1051,7
1052,7
1053,7
1054,8
1055,7
1056,7
1057,0
1058,0
1059,7
1060,7
1061,7
1062,7
1063,7
1064,7
1065,7
1066,7
1067,7
1068,7
1069,7
1070,7
1071,5
1072,7
1073,7
1074,7
1075,7
1076,7
1077,8
1078,7
1079,7
1080,7
1081,7
1082,7
1083,0
1084,7
1085,8
1086,7
1087,7
1088,7
1089,3
1090,3
1091,3
1092,3
1093,3
1094,3
1095,3
1096,3
1097,3
1098,3
1099,3
1100,3
1101,3
1102,3
1103,3
1104,3
1105,3
1106,3
1107,3
1108,3
1109,3
1110,3
1111,3
1112,3
1113,3
1114,3
1115,3
1116,3
1117,3
1118,3
1119,3
1120,3
1121,3
1122,3
1123,3
1124,3
1125,3
1126,3
1127,3
1128,3
1129,3
1130,3
1131,3
1132,3
1133,3
1134,3
1135,3
1136,3
1137,3
1138,3
1139,3
1140,3
1141,3
1142,3
1143,3
1144,3
1145,0
1146,3
1147,3
1148,3
1149,3
1150,3
1151,3
1152,3
1153,3
1154,3
1155,3
1156,3
1157,1
1158,3
1159,3
1160,3
1161,3
1162,3
1163,3
1164,3
1165,3
1166,3
1167,3
1168,2
1169,3
1170,3
1171,3
1172,3
1173,3
1174,3
1175,3
1176,3
1177,3
1178,3
1179,3
1180,2
1181,2
1182,3
1183,3
1184,3
1185,3
1186,3
1187,3
1188,3
1189,3
1190,1
1191,2
1192,1
1193,5
1194,0
1195,5
1196,3
1197,5
1198,2
1199,0
1200,3
1201,1
1202,5
1203,5
1204,5
1205,5
1206,5
1207,8
1208,8
1209,2
1210,8
1211,5
1212,4
1213,1
1214,2
1215,8
1216,2
1217,1
1218,0
1219,8
1220,1
1221,2
1222,1
1223,8
1224,8
1225,7
1226,1
1227,0
1228,2
1229,1
1230,8
1231,5
1232,5
1233,0
1234,2
1235,2
1236,3
1237,3
1238,4
1239,3
1240,2
1241,8
1242,2
1243,7
1244,7
1245,8
1246,7
1247,7
1248,7
1249,8
1250,1
1251,7
1252,7
1253,8
1254,7
1255,7
1256,8
1257,8
1258,7
1259,8
1260,7
1261,7
1262,1
1263,8
1264,7
1265,7
1266,7
1267,7
1268,7
1269,7
1270,7
1271,7
1272,8
1273,7
1274,0
1275,7
1276,7
1277,7
1278,7
1279,7
1280,7
1281,7
1282,7
1283,7
1284,7
1285,7
1286,7
1287,7
1288,7
1289,8
1290,7
1291,6
1292,1
1293,7
1294,4
1295,7
1296,8
1297,7
1298,7
1299,7
1300,8
1301,1
1302,7
1303,2
1304,7
1305,7
1306,7
1307,0
1308,8
1309,7
1310,6
1311,8
1312,7
1313,8
1314,1
1315,1
1316,7
1317,7
1318,3
1319,2
1320,1
1321,4
1322,7
1323,7
1324,8
1325,7
1326,6
1327,8
1328,1
1329,7
1330,7
1331,8
1332,8
1333,7
1334,7
1335,5
1336,2
1337,2
1338,7
1339,8
1340,7
1341,7
1342,7
1343,0
1344,1
1345,1
1346,0
1347,0
1348,0
1349,0
1350,1
1351,1
1352,0
1353,0
1354,1
1355,0
1356,1
1357,2
1358,1
1359,0
1360,1
1361,0
1362,1
1363,2
1364,1
1365,0
1366,0
1367,0
1368,0
1369,0
1370,0
1371,2
1372,2
1373,8
1374,2
1375,3
1376,2
1377,2
1378,2
1379,2
1380,2
1381,2
1382,2
1383,2
1384,2
1385,2
1386,2
1387,6
1388,2
1389,2
1390,2
1391,2
1392,3
1393,3
1394,2
1395,8
1396,2
1397,2
1398,2
1399,2
1400,2
1401,2
1402,2
1403,3
1404,3
1405,2
1406,2
1407,2
1408,2
1409,8
1410,2
1411,2
1412,2
1413,5
1414,8
1415,2
1416,2
1417,2
1418,2
1419,2
1420,2
1421,2
1422,2
1423,2
1424,1
1425,2
1426,2
1427,3
1428,2
1429,7
1430,2
1431,2
1432,2
1433,2
1434,2
1435,1
1436,1
1437,8
1438,8
1439,3
1440,1
1441,2
1442,2
1443,2
1444,2
1445,2
1446,3
1447,2
1448,2
1449,3
1450,2
1451,2
1452,2
1453,2
1454,2
1455,2
1456,1
1457,2
1458,2
1459,2
1460,2
1461,2
1462,1
1463,8
1464,2
1465,2
1466,8
1467,2
1468,2
1469,2
1470,8
1471,4
1472,1
1473,8
1474,3
1475,0
1476,4
1477,2
1478,1
1479,1
1480,1
1481,2
1482,1
1483,8
1484,2
1485,4
1486,2
1487,1
1488,1
1489,1
1490,1
1491,1
1492,4
1493,1
1494,1
1495,2
1496,1
1497,4
1498,1
1499,1
1500,1
1501,3
1502,1
1503,1
1504,1
1505,4
1506,8
1507,1
1508,1
1509,1
1510,1
1511,3
1512,4
1513,1
1514,2
1515,8
1516,2
1517,8
1518,4
1519,1
1520,2
1521,1
1522,4
1523,0
1524,7
1525,2
1526,1
1527,8
1528,8
1529,1
1530,2
1531,3
1532,8
1533,3
1534,2
1535,3
1536,8
1537,8
1538,6
1539,8
1540,4
1541,2
1542,3
1543,1
1544,4
1545,8
1546,4
1547,4
1548,3
1549,3
1550,2
1551,1
1552,1
1553,3
1554,8
1555,1
1556,2
1557,4
1558,4
1559,4
1560,2
1561,3
1562,3
1563,1
1564,0
1565,2
1566,3
1567,3
1568,3
1569,5
1570,1
1571,3
1572,0
1573,8
1574,3
1575,2
1576,8
1577,1
1578,5
1579,6
1580,0
1581,3
1582,1
1583,3
1584,3
1585,1
1586,4
1587,6
1588,8
1589,8
1590,1
1591,2
1592,3
1593,3
1594,7
1595,3
1596,4
1597,4
1598,3
1599,4
1600,1
1601,3
1602,3
1603,2
1604,7
1605,0
1606,8
1607,3
1608,1
1609,0
1610,1
1611,1
1612,6
1613,1
1614,6
1615,1
1616,2
1617,3
1618,2
1619,2
1620,2
1621,6
1622,3
1623,3
1624,2
1625,8
1626,3
1627,2
1628,2
1629,2
1630,2
1631,1
1632,0
1633,8
1634,1
1635,1
1636,0
1637,2
1638,1
1639,3
1640,6
1641,2
1642,2
1643,8
1644,1
1645,3
1646,2
1647,3
1648,2
1649,2
1650,2
1651,3
1652,8
1653,1
1654,8
1655,3
1656,2
1657,2
1658,5
1659,2
1660,2
1661,1
1662,2
1663,8
1664,2
1665,4
1666,6
1667,3
1668,3
1669,1
1670,6
1671,2
1672,2
1673,8
1674,2
1675,0
1676,2
1677,2
1678,7
1679,2
1680,2
1681,8
1682,0
1683,1
1684,3
1685,2
1686,3
1687,1
1688,3
1689,3
1690,3
1691,2
1692,8
1693,3
1694,1
1695,2
1696,2
1697,3
1698,2
1699,3
1700,2
1701,3
1702,2
1703,1
1704,1
1705,1
1706,1
1707,1
1708,1
1709,1
1710,2
1711,1
1712,2
1713,2
1714,2
1715,1
1716,2
1717,1
1718,2
1719,6
1720,1
1721,2
1722,3
1723,2
1724,6
1725,8
1726,1
1727,6
1728,0
1729,0
1730,2
1731,6
1732,1
1733,0
1734,6
1735,6
1736,6
1737,6
1738,0
1739,6
1740,4
1741,2
1742,0
1743,0
1744,6
1745,6
1746,6
1747,1
1748,6
1749,0
1750,6
1751,6
1752,6
1753,6
1754,6
1755,1
1756,0
1757,6
1758,0
1759,6
1760,8
1761,2
1762,6
1763,0
1764,0
1765,0
1766,0
1767,4
1768,0
1769,2
1770,0
1771,1
1772,2
1773,1
1774,2
1775,0
1776,8
1777,1
1778,6
1779,1
1780,2
1781,1
1782,1
1783,6
1784,0
1785,0
1786,6
1787,1
1788,6
1789,6
1790,0
1791,1
1792,6
1793,6
1794,6
1795,6
1796,0
1797,6
1798,6
1799,0
1800,6
1801,6
1802,7
1803,6
1804,6
1805,6
1806,6
1807,2
1808,6
1809,0
1810,1
1811,6
1812,0
1813,6
1814,0
1815,6
1816,0
1817,6
1818,0
1819,6
1820,0
1821,6
1822,6
1823,0
1824,3
1825,2
1826,2
1827,1
1828,2
1829,1
1830,2
1831,2
1832,2
1833,2
1834,2
1835,8
1836,2
1837,2
1838,2
1839,8
1840,2
1841,2
1842,2
1843,2
1844,2
1845,5
1846,2
1847,2
1848,0
1849,2
1850,2
1851,2
1852,3
1853,2
1854,2
1855,2
1856,2
1857,8
1858,7
1859,2
1860,2
1861,2
1862,2
1863,2
1864,2
1865,2
1866,8
1867,8
1868,2
1869,2
1870,7
1871,2
1872,6
1873,2
1874,6
1875,2
1876,3
1877,1
1878,2
1879,7
1880,2
1881,2
1882,1
1883,7
1884,7
1885,7
1886,7
1887,7
1888,7
1889,7
1890,8
1891,7
1892,5
1893,7
1894,7
1895,7
1896,7
1897,7
1898,7
1899,7
1900,5
1901,7
1902,5
1903,7
1904,7
1905,7
1906,7
1907,7
1908,5
1909,8
1910,7
1911,7
1912,7
1913,7
1914,5
1915,7
1916,7
1917,5
1918,5
1919,5
1920,8
1921,7
1922,7
1923,7
1924,5
1925,8
1926,7
1927,5
1928,7
1929,7
1930,8
1931,6
1932,7
1933,7
1934,5
1935,5
1936,7
1937,7
1938,5
1939,8
1940,8
1941,7
1942,7
1943,5
1944,7
1945,7
1946,5
1947,7
1948,7
1949,8
1950,7
1951,5
1952,8
1953,5
1954,5
1955,7
1956,8
1957,7
1958,7
1959,7
1960,7
1961,5
1962,5
1963,7
1964,8
1965,7
1966,7
1967,8
1968,7
1969,7
1970,7
1971,7
1972,7
1973,7
1974,5
1975,5
1976,5
1977,7
1978,8
1979,7
1980,7
1981,7
1982,7
1983,0
1984,2
1985,4
1986,4
1987,3
1988,3
1989,8
1990,4
1991,8
1992,0
1993,3
1994,2
1995,4
1996,1
1997,3
1998,8
1999,1
2000,1
2001,8
2002,3
2003,1
2004,2
2005,2
2006,8
2007,2
2008,2
2009,3
2010,1
2011,2
2012,2
2013,2
2014,1
2015,2
2016,8
2017,1
2018,8
2019,8
2020,8
2021,1
2022,3
2023,1
2024,1
2025,4
2026,8
2027,0
2028,1
2029,1
2030,8
2031,1
2032,3
2033,1
2034,4
2035,1
2036,1
2037,4
2038,2
2039,2
2040,4
2041,4
2042,3
2043,3
2044,4
2045,8
2046,0
2047,1
2048,8
2049,4
2050,4
2051,4
2052,0
2053,1
2054,4
2055,1
2056,3
2057,2
2058,1
2059,8
2060,1
2061,2
2062,1
2063,2
2064,0
2065,0
2066,3
2067,2
2068,3
2069,4
2070,4
2071,4
2072,2
2073,4
2074,2
2075,0
2076,3
2077,1
2078,3
2079,3
2080,0
2081,1
2082,3
2083,1
2084,1
2085,2
2086,6
2087,2
2088,2
2089,2
2090,8
2091,2
2092,4
2093,1
2094,2
2095,4
2096,1
2097,1
2098,2
2099,2
2100,1
2101,2
2102,2
2103,2
2104,2
2105,1
2106,1
2107,2
2108,1
2109,2
2110,2
2111,2
2112,2
2113,2
2114,1
2115,2
2116,2
2117,1
2118,2
2119,1
2120,1
2121,1
2122,1
2123,1
2124,1
2125,3
2126,8
2127,1
2128,2
2129,2
2130,8
2131,1
2132,1
2133,1
2134,1
2135,1
2136,8
2137,4
2138,8
2139,8
2140,4
2141,4
2142,8
2143,1
2144,1
2145,1
2146,2
2147,2
2148,2
2149,0
2150,1
2151,0
2152,2
2153,2
2154,2
2155,1
2156,2
2157,1
2158,2
2159,4
2160,2
2161,8
2162,8
2163,2
2164,2
2165,8
2166,2
2167,2
2168,1
2169,2
2170,8
2171,2
2172,3
2173,4
2174,4
2175,2
2176,2
2177,2
2178,2
2179,2
2180,1
2181,2
2182,1
2183,8
2184,3
2185,1
2186,1
2187,1
2188,4
2189,1
2190,1
2191,1
2192,1
2193,1
2194,8
2195,3
2196,1
2197,1
2198,2
2199,2
2200,2
2201,0
2202,8
2203,2
2204,1
2205,1
2206,1
2207,2
2208,1
2209,2
2210,2
2211,8
2212,2
2213,1
2214,1
2215,2
2216,1
2217,4
2218,1
2219,4
2220,2
2221,3
2222,2
2223,3
2224,4
2225,1
2226,1
2227,1
2228,1
2229,1
2230,8
2231,1
2232,2
2233,3
2234,2
2235,2
2236,8
2237,1
2238,0
2239,0
2240,8
2241,0
2242,2
2243,1
2244,2
2245,2
2246,2
2247,3
2248,1
2249,8
2250,2
2251,2
2252,1
2253,2
2254,1
2255,2
2256,1
2257,1
2258,0
2259,1
2260,2
2261,1
2262,1
2263,1
2264,2
2265,1
2266,8
2267,3
2268,0
2269,2
2270,1
2271,0
2272,1
2273,2
2274,2
2275,2
2276,1
2277,1
2278,1
2279,1
2280,3
2281,1
2282,2
2283,2
2284,2
2285,1
2286,1
2287,0
2288,8
2289,8
2290,1
2291,2
2292,2
2293,2
2294,2
2295,8
2296,0
2297,3
2298,2
2299,0
2300,0
2301,0
2302,2
2303,1
2304,3
2305,1
2306,1
2307,2
2308,4
2309,1
2310,8
2311,2
2312,2
2313,2
2314,2
2315,2
2316,0
2317,2
2318,2
2319,1
2320,1
2321,3
2322,0
2323,2
2324,2
2325,0
2326,2
2327,2
2328,0
2329,0
2330,1
2331,2
2332,1
2333,2
2334,2
2335,2
2336,1
2337,2
2338,1
2339,0
2340,2
2341,0
2342,1
2343,4
2344,2
2345,2
2346,0
2347,1
2348,0
2349,1
2350,2
2351,1
2352,0
2353,1
2354,1
2355,8
2356,1
2357,1
2358,1
2359,0
2360,1
2361,1
2362,0
2363,1
2364,1
2365,4
2366,1
2367,4
2368,1
2369,7
2370,1
2371,1
2372,0
2373,8
2374,2
2375,2
2376,4
2377,2
2378,2
2379,0
2380,0
2381,1
2382,1
2383,2
2384,3
2385,1
2386,3
2387,3
2388,3
2389,3
2390,3
2391,3
2392,1
2393,1
2394,3
2395,6
2396,3
2397,3
2398,6
2399,1
2400,3
2401,4
2402,3
2403,3
2404,3
2405,3
2406,3
2407,3
2408,3
2409,3
2410,3
2411,3
2412,3
2413,3
2414,7
2415,3
2416,3
2417,0
2418,2
2419,3
2420,3
2421,1
2422,5
2423,1
2424,3
2425,3
2426,3
2427,3
2428,3
2429,3
2430,8
2431,2
2432,3
2433,3
2434,1
2435,3
2436,3
2437,3
2438,3
2439,3
2440,1
2441,5
2442,3
2443,2
2444,5
2445,3
2446,3
2447,3
2448,3
2449,3
2450,3
2451,1
2452,1
2453,3
2454,2
2455,3
2456,3
2457,1
2458,3
2459,3
2460,3
2461,3
2462,7
2463,2
2464,1
2465,3
2466,8
2467,3
2468,3
2469,3
2470,1
2471,3
2472,3
2473,3
2474,3
2475,3
2476,3
2477,3
2478,3
2479,3
2480,3
2481,8
2482,1
2483,2
2484,1
2485,1
2486,0
2487,0
2488,1
2489,1
2490,1
2491,1
2492,1
2493,1
2494,2
2495,2
2496,1
2497,1
2498,2
2499,0
2500,2
2501,0
2502,1
2503,0
2504,1
2505,0
2506,1
2507,1
2508,2
2509,3
2510,2
2511,3
2512,2
2513,1
2514,2
2515,1
2516,1
2517,4
2518,8
2519,4
2520,8
2521,0
2522,2
2523,2
2524,1
2525,2
2526,2
2527,2
2528,2
2529,2
2530,2
2531,2
2532,2
2533,1
2534,2
2535,2
2536,2
2537,2
2538,2
2539,2
2540,2
2541,2
2542,2
2543,1
2544,1
2545,2
2546,1
2547,1
2548,1
2549,1
2550,1
2551,1
2552,1
2553,1
2554,0
2555,2
2556,2
2557,2
2558,1
2559,2
2560,2
2561,1
2562,2
2563,1
2564,8
2565,2
2566,1
2567,2
2568,2
2569,1
2570,2
2571,1
2572,8
2573,3
2574,2
2575,2
2576,2
2577,2
2578,2
2579,1
2580,2
2581,1
2582,1
2583,3
2584,3
2585,3
2586,3
2587,3
2588,3
2589,3
2590,3
2591,3
2592,1
2593,2
2594,0
2595,3
2596,3
2597,3
2598,3
2599,3
2600,3
2601,3
2602,3
2603,3
2604,3
2605,3
2606,3
2607,3
2608,3
2609,3
2610,3
2611,3
2612,3
2613,3
2614,3
2615,3
2616,3
2617,3
2618,3
2619,3
2620,3
2621,3
2622,3
2623,3
2624,3
2625,3
2626,3
2627,3
2628,3
2629,3
2630,3
2631,3
2632,0
2633,3
2634,3
2635,3
2636,3
2637,3
2638,3
2639,3
2640,3
2641,3
2642,3
2643,2
2644,8
2645,3
2646,3
2647,3
2648,3
2649,3
2650,3
2651,3
2652,3
2653,3
2654,3
2655,3
2656,3
2657,3
2658,3
2659,8
2660,3
2661,3
2662,3
2663,3
2664,3
2665,3
2666,3
2667,3
2668,7
2669,3
2670,3
2671,3
2672,3
2673,3
2674,3
2675,3
2676,3
2677,3
2678,3
2679,3
2680,3
2681,3
2682,3
2683,5
2684,5
2685,5
2686,8
2687,5
2688,4
2689,5
2690,5
2691,6
2692,5
2693,6
2694,6
2695,4
2696,5
2697,3
2698,8
2699,5
2700,5
2701,5
2702,5
2703,2
2704,1
2705,6
2706,5
2707,3
2708,5
2709,2
2710,2
2711,2
2712,6
2713,5
2714,5
2715,5
2716,5
2717,8
2718,5
2719,6
2720,5
2721,5
2722,5
2723,8
2724,5
2725,5
2726,5
2727,7
2728,5
2729,5
2730,5
2731,5
2732,5
2733,4
2734,5
2735,8
2736,4
2737,4
2738,6
2739,2
2740,6
2741,5
2742,3
2743,4
2744,6
2745,5
2746,6
2747,4
2748,6
2749,4
2750,1
2751,8
2752,6
2753,5
2754,5
2755,4
2756,4
2757,5
2758,5
2759,8
2760,3
2761,5
2762,7
2763,5
2764,5
2765,6
2766,4
2767,4
2768,8
2769,5
2770,5
2771,6
2772,3
2773,5
2774,5
2775,4
2776,7
2777,8
2778,6
2779,5
2780,3
2781,6
2782,5
2783,5
2784,2
2785,0
2786,2
2787,3
2788,3
2789,2
2790,4
2791,5
2792,1
2793,3
2794,3
2795,4
2796,3
2797,4
2798,2
2799,4
2800,3
2801,1
2802,7
2803,8
2804,3
2805,8
2806,7
2807,1
2808,1
2809,2
2810,8
2811,2
2812,1
2813,8
2814,2
2815,2
2816,1
2817,3
2818,4
2819,8
2820,3
2821,4
2822,3
2823,1
2824,3
2825,2
2826,4
2827,4
2828,4
2829,4
2830,4
2831,4
2832,4
2833,6
2834,4
2835,8
2836,1
2837,1
2838,2
2839,4
2840,2
2841,8
2842,5
2843,1
2844,4
2845,4
2846,4
2847,4
2848,1
2849,0
2850,2
2851,4
2852,4
2853,8
2854,2
2855,3
2856,2
2857,3
2858,2
2859,4
2860,8
2861,3
2862,4
2863,4
2864,7
2865,3
2866,3
2867,0
2868,3
2869,4
2870,8
2871,1
2872,6
2873,1
2874,1
2875,8
2876,3
2877,2
2878,7
2879,7
2880,8
2881,4
2882,8
2883,3
2884,1
2885,1
2886,1
2887,4
2888,1
2889,1
2890,1
2891,1
2892,1
2893,1
2894,1
2895,1
2896,1
2897,1
2898,1
2899,1
2900,1
2901,1
2902,1
2903,1
2904,1
2905,1
2906,1
2907,1
2908,1
2909,1
2910,1
2911,1
2912,1
2913,1
2914,1
2915,4
2916,5
2917,1
2918,1
2919,1
2920,1
2921,1
2922,1
2923,8
2924,0
2925,1
2926,1
2927,1
2928,1
2929,1
2930,1
2931,1
2932,2
2933,1
2934,1
2935,1
2936,2
2937,1
2938,1
2939,1
2940,1
2941,1
2942,1
2943,1
2944,1
2945,5
2946,5
2947,2
2948,1
2949,1
2950,2
2951,1
2952,5
2953,1
2954,5
2955,1
2956,4
2957,1
2958,1
2959,1
2960,1
2961,1
2962,1
2963,1
2964,1
2965,1
2966,1
2967,1
2968,1
2969,1
2970,0
2971,1
2972,1
2973,1
2974,1
2975,1
2976,1
2977,1
2978,1
2979,1
2980,1
2981,1
2982,1
2983,8
2984,8
2985,8
2986,8
2987,1
2988,8
2989,8
2990,8
2991,8
2992,8
2993,0
2994,5
2995,8
2996,8
2997,8
